"committed_at","snapshot_id","parent_id","operation","manifest_list","summary"
"2025-09-21 07:26:00.690 UTC","3367024045542236357",,"append","s3://otfs-workshop-data-860010260849/datasets/athena_iceberg/customer_iceberg/metadata/snap-3367024045542236357-1-e4564269-76a9-4cf8-9d32-e5d45069ae9a.avro","{changed-partition-count=1, added-data-files=1, total-equality-deletes=0, added-records=2000000, trino_query_id=20250921_072553_00039_vj8a8, total-position-deletes=0, added-files-size=43991498, total-delete-files=0, total-files-size=43991498, total-records=2000000, total-data-files=1}"
